word,pos,example_sentence,collocations,root_analysis,synonyms,category,topic,card_type,zh_hint,notes
level off,phr v.,Energy consumption rose quickly and then levelled off at 90 units.,level off at; begin to level off; levelling off,level(水平) + off → 從斜的走成水平,plateau; stabilise; flatten out; even out,Task1圖表用語,穩定,active,持平,
stabilise,v.,Prices stabilised at just under two dollars per litre after 2016.,stabilise at; prices stabilised; begin to stabilise,"sta(站立, 同 stand/static/stable) + -ise → 站得住不再晃",level off; steady; remain constant; settle,Task1圖表用語,穩定,active,趨於穩定,
fluctuate,v.,"Between 2005 and 2010, sales fluctuated between 20 and 35 million units.",fluctuate wildly; fluctuate between; figures fluctuated,"flu(流動, 同 fluid/influence/fluent) + -ate → 像水一樣起起伏伏",vary; oscillate; swing; go up and down,Task1圖表用語,穩定,active,波動、起伏,描述不規則變化的首選字；fluctuate between A and B　｜　AWL Sublist 8
constant,adj.,The proportion of rural residents remained constant at 15 per cent.,remain constant; a constant rate; constant throughout,"con-(完全) + sta(站立, 同 stand/stable) → 完全站著不動",steady; unchanged; stable; uniform,Task1圖表用語,穩定,active,不變的,AWL Sublist 3
peak,v.,Unemployment peaked at 12 per cent in 2009 before falling steadily.,peak at; reach a peak; peak in 2009,peak 山頂 → 圖上的最高點,reach a maximum; culminate; top out; hit a high,Task1圖表用語,極值,active,達到高峰,peak at + 數值 / peak in + 年份，介系詞不要搞混
trough,n.,"The graph reaches a trough of just 5,000 visitors in January.",reach a trough; a trough of; the trough of the cycle,古英語 trog 食槽 → 凹下去的地方 → 谷底,low point; bottom; minimum; lowest level,Task1圖表用語,極值,active,谷底,
bottom out,phr v.,Car sales bottomed out in 2013 and then began to recover.,bottom out at; bottom out in 2013; finally bottom out,bottom(底) + out → 走到底了，不會再往下,reach the lowest point; hit rock bottom; stop falling,Task1圖表用語,極值,active,觸底,
rebound,v.,Tourism rebounded strongly in the two years after the crisis.,rebound strongly; a sharp rebound; rebound to,"re-(回) + bound(彈跳, 同 bounce) → 撞到底再彈回來",recover; bounce back; pick up; revive,Task1圖表用語,極值,active,回升,
outstrip,v.,Demand for housing outstripped supply throughout the decade.,outstrip supply; outstrip growth; far outstrip,"out-(超過) + strip(奔跑, 舊義) → 跑贏對方",exceed; surpass; overtake; be greater than,Task1圖表用語,極值,active,超過、勝過,
steadily,adv.,The number of graduates rose steadily from 2000 to 2015.,rise steadily; steadily increase; grow steadily,"stead(位置, 同 instead/homestead) + -y + -ly → 一直待在同一個節奏",consistently; gradually; progressively; at a constant rate,Task1圖表用語,幅度,active,穩定地,
dramatically,adv.,Internet use grew dramatically after broadband became affordable.,rise dramatically; fall dramatically; change dramatically,"drama(戲劇, 希臘 dran 行動) + -ic + -ally → 像戲劇一樣誇張",sharply; markedly; significantly; strikingly,Task1圖表用語,幅度,active,劇烈地,
marginally,adv.,Spending on transport increased only marginally over the period.,increase marginally; marginally higher; differ marginally,"margin(邊緣, 同 margin 頁邊) + -al + -ly → 只在邊緣動一點點",slightly; fractionally; a little; minimally,Task1圖表用語,幅度,active,微幅地,
considerably,adv.,Figures for the two cities differ considerably in the second half of the period.,rise considerably; considerably higher; vary considerably,"con-(完全) + sider(星星, 原指觀星占卜 → 仔細考量) + -ably → 值得注意的程度",significantly; substantially; markedly; greatly,Task1圖表用語,幅度,active,相當大幅地,
gradual,adj.,The chart shows a gradual shift from coal to renewable sources.,a gradual increase; a gradual decline; a gradual shift,"grad(步伐, 同 grade/graduate/progress) + -ual → 一步一步來的",steady; progressive; slow; incremental,Task1圖表用語,幅度,active,逐漸的,
approximately,adv.,Approximately one in five households owned two or more cars.,approximately half; approximately 20 per cent; approximately equal,"ad-(接近) + proxim(最近的, 同 proximity/approach) + -ate + -ly → 靠近某個數",roughly; about; around; in the region of,Task1圖表用語,幅度,active,大約,
respectively,adv.,Spending on housing and transport rose to 30 and 18 per cent respectively.,A and B respectively; rose to X and Y respectively,"re-(回) + spect(看, 同 inspect/respect/spectator) + -ive + -ly → 各自回頭對應著看",in that order; correspondingly,Task1圖表用語,比較,active,分別地,放句尾，讓兩組數據一次講完
whereas,conj.,"Sales in Europe fell, whereas the figure for Asia more than doubled.",X rose whereas Y fell; whereas the figure for,where(在何處) + as(如同) → 「相對於某處的情況」→ 對比連接詞,while; by contrast; on the other hand,Task1圖表用語,比較,active,然而、相對地,AWL Sublist 5
overtake,v.,Online sales overtook high-street sales for the first time in 2019.,overtake sales of; overtake in 2019; eventually overtake,over-(越過) + take → 從後面追上去越過,surpass; exceed; outstrip; pass,Task1圖表用語,比較,active,超越,
outnumber,v.,Male graduates outnumbered female graduates by roughly two to one.,outnumber by two to one; far outnumber; outnumber the rest,out-(超過) + number → 數量壓過對方,exceed in number; be more numerous than; surpass,Task1圖表用語,比較,active,數量超過,
double,v.,The number of international students doubled over the twenty-year period.,double in size; more than double; double over the period,"du(二, 同 dual/duo/duet) + -ble → 變成兩份",increase twofold; grow by 100 per cent; multiply by two,Task1圖表用語,比較,active,加倍,
halve,v.,Carbon emissions from transport halved between 2010 and 2030.,halve in a decade; almost halve; halve the figure,half 的動詞形 → 切成一半,fall by half; be cut in half; drop 50 per cent,Task1圖表用語,比較,active,減半,
account for,phr v.,Renewable sources accounted for just under a third of total output.,account for 30 per cent; account for the majority; collectively account for,"account(計算, 同 count) + for → 算一算佔了多少",make up; constitute; represent; comprise,Task1圖表用語,比例,active,佔（比例）,Task 1 講圓餅圖比例最常用的動詞
proportion,n.,A large proportion of household waste was sent to landfill.,a large proportion of; the proportion of; in proportion to,"pro-(向前) + portion(份, 同 part/portion) → 分出來的那一份",share; percentage; fraction; ratio,Task1圖表用語,比例,active,比例,AWL Sublist 3
figure,n.,The figure for private car use rose faster than any other category.,the figure for; figures rose; the corresponding figure,"fig(塑形, 同 figure 形狀/configure) → 呈現出來的形 → 數字",number; statistic; level; amount,Task1圖表用語,比例,active,數字、數據,the figure for X 是避免重複 the number of X 的標準替換
overall,adv.,"Overall, the three countries followed very similar trends.","overall, the trend; the overall figure; an overall increase",over(蓋過) + all(全部) → 蓋過全部來看,in general; on the whole; broadly; taken as a whole,Task1圖表用語,綜述,active,整體而言,Overview 段落的起手式　｜　AWL Sublist 4
throughout,prep.,Demand for water remained high throughout the period shown.,throughout the period; throughout the decade; stable throughout,through(穿過) + out(到底) → 從頭穿到尾,for the whole period; during the entire; across,Task1圖表用語,綜述,active,整段期間,
witness,v.,The final decade witnessed a rapid expansion in solar capacity.,the period witnessed; the city witnessed growth; witness a rise,"wit(知道, 同 wit/wisdom) + -ness → 親眼見到 → 某段期間「出現了」某變化",see; experience; undergo; record,Task1圖表用語,綜述,active,（某期間）出現,把時間當主詞：The 1990s witnessed... 讓句型不再都是 X rose
from my perspective,phr.,"From my perspective, the benefits clearly outweigh the drawbacks.",from my perspective; from a student's perspective; from that perspective,"per-(透過) + spect(看, 同 inspect/spectator) → 透過我的角度看出去",in my view; as I see it; personally; the way I see it,口說表達,表達觀點,active,就我而言,比 I think 高一級，Part 3 開頭好用
it goes without saying,phr.,It goes without saying that access to clean water is a basic right.,it goes without saying that; it almost goes without saying,「不用講出來就成立」→ 用來引出理所當然的前提,obviously; needless to say; it is clear that,口說表達,表達觀點,active,不用說、顯而易見,
to be honest,phr.,"To be honest, I had never really thought about that until now.",to be honest with you; to be perfectly honest,"honest(誠實, 拉丁 honos 榮譽) → 把話講白",frankly; honestly speaking; to tell the truth,口說表達,表達觀點,active,老實說,
I'd argue that,phr.,I'd argue that smaller class sizes matter more than new equipment.,I'd argue that; I would argue the opposite; some would argue,"argu(使清楚, 拉丁 arguere 證明) → 把自己的理由攤開講",I would say that; in my opinion; my view is that,口說表達,表達觀點,active,我會說、我主張,
it depends on,phr.,It depends on whether the city already has decent public transport.,it depends on the context; it really depends; that depends on,"de-(向下) + pend(懸掛, 同 pendant/suspend) → 掛在某個條件底下",it varies according to; it hinges on; that's determined by,口說表達,表達觀點,active,取決於,考官很吃「先分情況再回答」，但講完一定要接理由
have mixed feelings about,phr.,I have mixed feelings about working from home permanently.,have mixed feelings about; mixed feelings on the subject,mixed(混合的) + feelings → 心裡兩種感覺混在一起,be in two minds about; be torn about; feel ambivalent,口說表達,表達觀點,active,感受複雜、又愛又恨,
be hooked on,phr.,I got completely hooked on documentaries during the lockdown.,be hooked on a series; get hooked on; totally hooked,hook(鉤子) → 被鉤住放不掉,be addicted to; be really into; can't get enough of,口說表達,描述經驗,active,迷上、上癮,
have a knack for,phr.,My sister has a real knack for picking up new languages.,have a knack for; a real knack for; lose the knack,knack 原意「巧妙的手法」→ 不用學就會的那種本事,have a talent for; be good at; have a gift for,口說表達,描述經驗,active,有天分、有一套,
get the hang of,phr.,It took me a few weeks to get the hang of cooking for myself.,get the hang of it; once you get the hang of,hang(懸掛的方式) → 摸清楚東西該怎麼掛 → 抓到訣竅,get used to; master; pick up; work out how to,口說表達,描述經驗,active,抓到訣竅,
broaden one's horizons,phr.,Studying abroad really broadened my horizons in ways I did not expect.,broaden your horizons; travel broadens the horizons,"horizon(地平線, 希臘 horizein 劃界) → 把看得到的界線往外推",widen your outlook; open your mind; expand your world view,口說表達,描述經驗,active,開闊眼界,
look back on,phr v.,"Looking back on my school years, I wish I had joined more clubs.",look back on my school days; looking back on it now,look + back + on → 回頭去看那段時間,reflect on; recall; think back to,口說表達,描述經驗,active,回顧,Part 2 講過去經驗的收尾句型
stand out,phr v.,One trip in particular stands out because it was my first time abroad.,stand out from the crowd; really stands out; stand out as,stand + out → 從一排東西裡站出來被看見,be memorable; be noticeable; be distinctive,口說表達,描述經驗,active,特別突出,
be worn out,phr.,I was completely worn out after two hours of commuting each way.,be worn out after; completely worn out; feel worn out,wear(磨損) + out → 被磨到光了,be exhausted; be drained; be shattered,口說表達,描述經驗,active,筋疲力盡,
unwind,v.,Cooking is how I unwind after a long day at university.,unwind after work; a good way to unwind; help me unwind,"un-(解開) + wind(纏繞, 同 winding 蜿蜒) → 把纏緊的線鬆開",relax; wind down; switch off; de-stress,口說表達,描述經驗,active,放鬆,
procrastinate,v.,I tend to procrastinate whenever a deadline feels far away.,tend to procrastinate; stop procrastinating; procrastinate over,"pro-(向前) + cras(明天, 拉丁 cras) + -ate → 一直往明天推",put things off; delay; stall; drag your feet,口說表達,描述經驗,active,拖延,
off the top of my head,phr.,"Off the top of my head, I'd say around half of my friends cycle to work.",off the top of my head; just off the top of my head,從腦袋最上層直接抓 → 沒細想就講,without thinking too hard; at a rough guess; spontaneously,口說表達,爭取時間,active,一時想到的,被問到數據或清單時的救命句，講完就能給個大概答案
now that I think about it,phr.,"Now that I think about it, my hometown has changed enormously.",now that I think about it; come to think of it,把「我正在想」這件事講出來 → 自然地買到幾秒鐘,come to think of it; actually; on reflection,口說表達,爭取時間,active,我想想、這麼一說,
that's a tough one,phr.,"That's a tough one, but I suppose safety would matter most to me.",that's a tough one; that's a tricky question,tough(硬的、難啃的) → 這題不好答,that's a difficult question; I've never thought about that,口說表達,爭取時間,active,這題有點難,說完一定要接答案，不要停在這裡
how can I put this,phr.,How can I put this — the service was efficient but not exactly friendly.,how can I put this; how should I put it,put(放置、表達) → 「我該怎麼把這件事放成話」,how shall I say it; let me put it this way,口說表達,爭取時間,active,該怎麼說呢,
more often than not,phr.,"More often than not, I end up studying in a café rather than at home.",more often than not; more often than not it's,「是的次數多過不是的次數」→ 通常,usually; in most cases; generally; as a rule,口說表達,程度與頻率,active,多半、通常,
every now and then,phr.,I still go back to my old neighbourhood every now and then.,every now and then; only every now and then,一下 now 一下 then → 不規律地偶爾發生,occasionally; from time to time; once in a while,口說表達,程度與頻率,active,偶爾,
to some extent,phr.,"To some extent I agree, though I think cost is the bigger issue.",to some extent; to a large extent; to a certain extent,"ex-(向外) + tend(伸展, 同 extend/tension) → 伸展到某個程度",partly; up to a point; in some ways,口說表達,程度與頻率,active,某種程度上,部分同意時最安全的說法，比 yes but 自然
by and large,phr.,"By and large, people in my city are happy with the transport system.","by and large; by and large, most people",航海術語：by(順風) 與 large(側風) 兩種情況都算 → 大致上,generally; on the whole; for the most part,口說表達,程度與頻率,active,大致上,
hands down,phr.,Public transport is hands down the cheapest way to get around here.,hands down the best; win hands down,賽馬領先太多，騎師可以放下韁繩 → 毫無懸念,without question; by far; undoubtedly,口說表達,程度與頻率,active,毫無疑問地,
take its toll,phr.,Long working hours take a heavy toll on people's mental health.,take its toll on; take a heavy toll; take a toll on health,toll 原指過路費 → 走這條路要付出的代價,damage; wear down; have a negative effect on; harm,口說表達,評價利弊,active,造成損害、付出代價,Part 3 講負面影響很自然
bridge the gap,phr.,Online courses can help bridge the gap between rural and urban students.,bridge the gap between; help bridge the gap; bridge the digital gap,bridge(橋) 當動詞 → 在落差上架一座橋,close the gap; narrow the divide; reconcile,口說表達,評價利弊,active,弭平差距,
double-edged sword,n. phr.,Social media is a double-edged sword: it connects people but also spreads rumours.,prove to be a double-edged sword; a double-edged sword for; cut both ways,double-edged(雙刃) → 揮出去兩邊都會割到 → 有利也有弊,a mixed blessing; a trade-off; a two-sided issue,口說表達,評價利弊,active,雙面刃,討論利弊的萬用開場
a game changer,n. phr.,Cheap solar panels have been a game changer for rural communities.,be a game changer; a real game changer; prove to be a game changer,把比賽規則改掉的東西 → 徹底改變局面,a turning point; a breakthrough; a major shift,口說表達,評價利弊,active,改變局勢的關鍵,
a blessing in disguise,n. phr.,Missing that job turned out to be a blessing in disguise.,turn out to be a blessing in disguise; prove a blessing in disguise,disguise(偽裝) → 好事偽裝成壞事來,a hidden benefit; a silver lining; good news in the end,口說表達,評價利弊,active,因禍得福,
weigh up,phr v.,You have to weigh up the cost against the time you would save.,weigh up the pros and cons; weigh up the options; weigh up carefully,weigh(秤重) + up → 兩邊放上秤來比,consider; compare; assess; balance,口說表達,評價利弊,active,權衡,
make a difference,phr.,Even small changes at home can make a real difference over time.,make a real difference; make a big difference; make all the difference,"differ(分開, 同 differ/defer) → 造出一個差別來",have an impact; count; matter; be significant,口說表達,評價利弊,active,帶來改變,
play a key role,phr.,Teachers play a key role in whether students enjoy reading at all.,play a key role in; play a major role; play a part in,role 原指演員台詞捲軸 → 在這件事裡演的角色,be central to; be crucial in; contribute significantly,口說表達,評價利弊,active,扮演關鍵角色,
come down to,phr v.,In the end it comes down to whether people can afford the fares.,it comes down to; ultimately comes down to; come down to money,一路降下來，最後落在那一件事上,boil down to; be a question of; hinge on,口說表達,收尾,active,歸結於,
the bottom line,n. phr.,The bottom line is that most people simply do not have the time.,the bottom line is that; the bottom line for me,財報最底下那一行結論 → 最關鍵的一點,the key point; what it really comes down to; the essential point,口說表達,收尾,active,重點是,
in the long run,phr.,Cycling to work is cheaper and healthier in the long run.,in the long run; pay off in the long run; better in the long run,run(一段路程) → 跑很長一段之後來看,in the long term; over time; eventually; ultimately,口說表達,收尾,active,長期來看,
be better off,phr.,Most families would be better off if childcare were subsidised.,be better off; financially better off; we'd be better off,off 指「處境」（如 well off 有錢）→ 處在更好的位置,be in a better position; benefit more; gain from it,口說表達,收尾,active,過得更好、更划算,
